features,ml,acc,ci,set,AOI_setting
"(' AOI Name', 'Difficulty_1')",XGBClassifier,0.5349999999999999,"(0.5040718332852663, 0.5659281667147336)",set_3,Questions
"(' AOI Name', 'Difficulty_1')",ensemble,0.55,"(0.5122501558459591, 0.587749844154041)",set_3,Questions
"('Text ID', 'Difficulty_1')",randomForest,0.5650000000000001,"(0.5280203250546656, 0.6019796749453346)",set_3,Questions
"('Text ID', 'Difficulty_1')",kNeigh,0.535,"(0.5006854317442964, 0.5693145682557037)",set_3,Questions
"('Text ID', 'Difficulty_1')",svc,0.6,"(0.5710247558540785, 0.6289752441459214)",set_3,Questions
"('Text ID', 'Difficulty_1')",logistic,0.5650000000000001,"(0.5308144464627863, 0.5991855535372138)",set_3,Questions
"('Text ID', 'Difficulty_1')",logisticCV,0.5416666666666665,"(0.5083053766752861, 0.575027956658047)",set_3,Questions
"('Text ID', 'Difficulty_1')",XGBClassifier,0.5683333333333334,"(0.5325068084986383, 0.6041598581680284)",set_3,Questions
"('Text ID', 'Difficulty_1')",ensemble,0.5366666666666667,"(0.5059949464294494, 0.567338386903884)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",randomForest,0.5666666666666668,"(0.5273402545790262, 0.6059930787543073)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",kNeigh,0.545,"(0.5108273747240172, 0.5791726252759829)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",svc,0.5733333333333333,"(0.5416901435252851, 0.6049765231413814)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",logistic,0.4883333333333333,"(0.4530787269441722, 0.5235879397224944)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",logisticCV,0.4916666666666667,"(0.4583053766752863, 0.5250279566580471)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",XGBClassifier,0.5533333333333333,"(0.5211501419975794, 0.5855165246690873)",set_3,Questions
"(' AOI Name', 'Text ID', 'Difficulty_1')",ensemble,0.5083333333333333,"(0.4753048326094906, 0.541361834057176)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",randomForest,0.5116666666666667,"(0.47226868944458, 0.5510646438887534)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",kNeigh,0.53,"(0.49141657213326195, 0.5685834278667381)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",svc,0.58,"(0.5453060414593995, 0.6146939585406004)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",logistic,0.5083333333333333,"(0.4691828792293659, 0.5474837874373006)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",logisticCV,0.5333333333333333,"(0.4960250230135369, 0.5706416436531297)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.5566666666666666,"(0.5220555937468244, 0.5912777395865089)",set_3,Questions
"('Paragraph_Number', 'Difficulty_1')",ensemble,0.525,"(0.485289224684035, 0.564710775315965)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.5316666666666667,"(0.49356872923700823, 0.5697646040963252)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.5566666666666665,"(0.5204949177763636, 0.5928384155569695)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",svc,0.595,"(0.5670909107037043, 0.6229090892962956)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",logistic,0.5333333333333333,"(0.49543745442062803, 0.5712292122460386)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.5683333333333332,"(0.5287005260968491, 0.6079661405698173)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.5416666666666666,"(0.5057539092052606, 0.5775794241280726)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.5416666666666666,"(0.5027994022051335, 0.5805339311281997)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.5033333333333334,"(0.4678522780534076, 0.5388143886132593)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.5333333333333333,"(0.49208744436903035, 0.5745792222976362)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",svc,0.605,"(0.5735898252520758, 0.6364101747479242)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",logistic,0.5316666666666666,"(0.4907717900360279, 0.5725615432973054)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.5316666666666666,"(0.49474678588276133, 0.5685865474505719)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.5533333333333332,"(0.5181964283334525, 0.588470238333214)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.5149999999999999,"(0.4753671927635158, 0.554632807236484)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",randomForest,0.52,"(0.4808763607953763, 0.5591236392046237)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",kNeigh,0.5466666666666666,"(0.5046039481297742, 0.5887293852035591)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",svc,0.595,"(0.5567400291440824, 0.6332599708559176)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",logistic,0.4916666666666666,"(0.45514388243367077, 0.5281894508996624)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",logisticCV,0.52,"(0.48144521398107143, 0.5585547860189286)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",XGBClassifier,0.5616666666666668,"(0.5247587563396812, 0.5985745769936524)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Difficulty_1')",ensemble,0.525,"(0.4884772157670042, 0.5615227842329958)",set_3,Questions
"('Answer', 'Difficulty_1')",randomForest,0.575,"(0.5323388047019292, 0.6176611952980707)",set_3,Questions
"('Answer', 'Difficulty_1')",kNeigh,0.5266666666666666,"(0.48365860046422554, 0.5696747328691076)",set_3,Questions
"('Answer', 'Difficulty_1')",svc,0.6,"(0.5688210386276202, 0.6311789613723797)",set_3,Questions
"('Answer', 'Difficulty_1')",logistic,0.48,"(0.4408763607953763, 0.5191236392046237)",set_3,Questions
"('Answer', 'Difficulty_1')",logisticCV,0.4983333333333333,"(0.463317680031012, 0.5333489866356546)",set_3,Questions
"('Answer', 'Difficulty_1')",XGBClassifier,0.5633333333333335,"(0.5276040689743178, 0.5990625976923492)",set_3,Questions
"('Answer', 'Difficulty_1')",ensemble,0.5266666666666666,"(0.49003968026975864, 0.5632936530635746)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",randomForest,0.5566666666666668,"(0.5169990333156296, 0.5963343000177039)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",kNeigh,0.5266666666666667,"(0.4909559581460145, 0.562377375187319)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",svc,0.5783333333333333,"(0.5449455634965367, 0.6117211031701298)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",logistic,0.4816666666666667,"(0.43965256265508057, 0.5236807706782528)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",logisticCV,0.475,"(0.4358495458960326, 0.5141504541039673)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",XGBClassifier,0.5416666666666665,"(0.5045438786816813, 0.5787894546516518)",set_3,Questions
"(' AOI Name', 'Answer', 'Difficulty_1')",ensemble,0.5083333333333333,"(0.47032829659804704, 0.5463383700686196)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",randomForest,0.5783333333333334,"(0.5417863598209357, 0.614880306845731)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",kNeigh,0.55,"(0.51053338635506, 0.5894666136449401)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",svc,0.5816666666666667,"(0.5476106165915909, 0.6157227167417424)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",logistic,0.5083333333333334,"(0.46698712993882996, 0.5496795367278369)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",logisticCV,0.525,"(0.48787721201501477, 0.5621227879849853)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",XGBClassifier,0.5666666666666667,"(0.5314920543710132, 0.6018412789623201)",set_3,Questions
"('Text ID', 'Answer', 'Difficulty_1')",ensemble,0.5266666666666666,"(0.4894413560277011, 0.5638919773056321)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",randomForest,0.5933333333333334,"(0.5491595256678807, 0.637507140998786)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",kNeigh,0.5599999999999999,"(0.5188828706286535, 0.6011171293713464)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",svc,0.6266666666666667,"(0.5972675197348466, 0.6560658135984868)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",logistic,0.4916666666666667,"(0.4579758744570276, 0.5253574588763058)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",logisticCV,0.505,"(0.46937136203215735, 0.5406286379678427)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",XGBClassifier,0.57,"(0.5338404692316095, 0.6061595307683904)",set_3,Questions
"(' AOI Name', 'Text ID', 'Answer', 'Difficulty_1')",ensemble,0.5416666666666667,"(0.5003204632721633, 0.5830128700611702)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.51,"(0.47304273652817636, 0.5469572634718236)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.525,"(0.48613273553846686, 0.5638672644615331)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.5833333333333334,"(0.5523320313066716, 0.6143346353599951)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.5016666666666666,"(0.4624823673399497, 0.5408509659933836)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.5283333333333333,"(0.4832351552841325, 0.5734315113825341)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.5116666666666666,"(0.4706207963733392, 0.552712536959994)",set_3,Questions
"('Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.5,"(0.46298897179090903, 0.537011028209091)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.4966666666666666,"(0.45333616979838787, 0.5399971635349454)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5433333333333334,"(0.5011290332204439, 0.585537633446223)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.6016666666666667,"(0.5716079515784178, 0.6317253817549155)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4633333333333333,"(0.4201049348559171, 0.5065617318107495)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.49,"(0.44826950646906427, 0.5317304935309357)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.5166666666666666,"(0.48010609371768265, 0.5532272396156506)",set_3,Questions
"(' AOI Name', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.505,"(0.46180355675875306, 0.548196443241247)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.5066666666666667,"(0.47215147833289967, 0.5411818550004337)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5116666666666666,"(0.47340669581074896, 0.5499266375225842)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.6033333333333334,"(0.5698382043909374, 0.6368284622757294)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4933333333333334,"(0.4591397021150595, 0.5275269645516072)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.5183333333333333,"(0.4871915963517708, 0.5494750703148958)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.5183333333333334,"(0.48226097647118343, 0.5544056901954835)",set_3,Questions
"('Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.4766666666666666,"(0.4451283832910463, 0.5082049500422869)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",randomForest,0.5333333333333335,"(0.49182047789938743, 0.5748461887672797)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",kNeigh,0.5333333333333333,"(0.49543745442062803, 0.5712292122460386)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",svc,0.5883333333333333,"(0.5542902606999309, 0.6223764059667356)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logistic,0.4849999999999999,"(0.44886644645824153, 0.5211335535417583)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",logisticCV,0.5383333333333333,"(0.5004797465000895, 0.5761869201665771)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",XGBClassifier,0.5283333333333333,"(0.4904214249389152, 0.5662452417277514)",set_3,Questions
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer', 'Difficulty_1')",ensemble,0.5033333333333334,"(0.46754228565935146, 0.5391243810073154)",set_3,Questions
(),randomForest,0.5383333333333333,"(0.5025808877194563, 0.5740857789472104)",set_1,Title_para
(),kNeigh,0.5099999999999999,"(0.4667103135922646, 0.5532896864077352)",set_1,Title_para
(),svc,0.5166666666666666,"(0.4832640111417388, 0.5500693221915944)",set_1,Title_para
(),logistic,0.4966666666666666,"(0.4608756189926847, 0.5324577143406486)",set_1,Title_para
(),logisticCV,0.4949999999999999,"(0.46031400262395056, 0.5296859973760493)",set_1,Title_para
(),XGBClassifier,0.4816666666666666,"(0.4449869372614693, 0.518346396071864)",set_1,Title_para
(),ensemble,0.5183333333333333,"(0.48105612623721766, 0.555610540429449)",set_1,Title_para
"(' AOI Name',)",randomForest,0.5700000000000001,"(0.526618544044526, 0.6133814559554741)",set_1,Title_para
"(' AOI Name',)",kNeigh,0.52,"(0.47736341157729845, 0.5626365884227016)",set_1,Title_para
"(' AOI Name',)",svc,0.5000000000000001,"(0.4670971630192648, 0.5329028369807354)",set_1,Title_para
"(' AOI Name',)",logistic,0.505,"(0.46815200028848253, 0.5418479997115175)",set_1,Title_para
"(' AOI Name',)",logisticCV,0.5016666666666667,"(0.464508186544936, 0.5388251467883974)",set_1,Title_para
"(' AOI Name',)",XGBClassifier,0.4900000000000001,"(0.4578374103038281, 0.522162589696172)",set_1,Title_para
"(' AOI Name',)",ensemble,0.5316666666666666,"(0.49270855755102205, 0.5706247757823112)",set_1,Title_para
"('Text ID',)",randomForest,0.4816666666666666,"(0.4449869372614693, 0.518346396071864)",set_1,Title_para
"('Text ID',)",kNeigh,0.4983333333333333,"(0.45803712317627077, 0.5386295434903957)",set_1,Title_para
"('Text ID',)",svc,0.4916666666666666,"(0.46217185760093626, 0.521161475732397)",set_1,Title_para
"('Text ID',)",logistic,0.5033333333333334,"(0.466030945437627, 0.5406357212290398)",set_1,Title_para
"('Text ID',)",logisticCV,0.48,"(0.44569026104109816, 0.5143097389589018)",set_1,Title_para
"('Text ID',)",XGBClassifier,0.44833333333333336,"(0.41798203351576707, 0.47868463315089965)",set_1,Title_para
"('Text ID',)",ensemble,0.5033333333333334,"(0.466030945437627, 0.5406357212290398)",set_1,Title_para
"(' AOI Name', 'Text ID')",randomForest,0.5183333333333333,"(0.48256853052713566, 0.554098136139531)",set_1,Title_para
"(' AOI Name', 'Text ID')",kNeigh,0.5116666666666666,"(0.47340669581074896, 0.5499266375225842)",set_1,Title_para
"(' AOI Name', 'Text ID')",svc,0.48,"(0.4473397927393672, 0.5126602072606328)",set_1,Title_para
"(' AOI Name', 'Text ID')",logistic,0.4800000000000001,"(0.4450522417446244, 0.5149477582553759)",set_1,Title_para
"(' AOI Name', 'Text ID')",logisticCV,0.4900000000000001,"(0.452156628680863, 0.5278433713191371)",set_1,Title_para
"(' AOI Name', 'Text ID')",XGBClassifier,0.5016666666666666,"(0.46728777261028126, 0.5360455607230519)",set_1,Title_para
"(' AOI Name', 'Text ID')",ensemble,0.5416666666666666,"(0.5048426584932743, 0.578490674840059)",set_1,Title_para
"('Paragraph_Number',)",randomForest,0.5033333333333333,"(0.4626320574244514, 0.5440346092422153)",set_1,Title_para
"('Paragraph_Number',)",kNeigh,0.5266666666666666,"(0.4846986011980611, 0.5686347321352722)",set_1,Title_para
"('Paragraph_Number',)",svc,0.4933333333333334,"(0.4507901211745156, 0.535876545492151)",set_1,Title_para
"('Paragraph_Number',)",logistic,0.5166666666666666,"(0.4807154792772384, 0.5526178540560948)",set_1,Title_para
"('Paragraph_Number',)",logisticCV,0.5016666666666666,"(0.46633693717417735, 0.5369963961591558)",set_1,Title_para
"('Paragraph_Number',)",XGBClassifier,0.4983333333333334,"(0.45914903400661644, 0.5375176326600503)",set_1,Title_para
"('Paragraph_Number',)",ensemble,0.5283333333333333,"(0.486805844535911, 0.5698608221307556)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",randomForest,0.495,"(0.45554598409341723, 0.5344540159065827)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",kNeigh,0.4966666666666668,"(0.4570659265054712, 0.5362674068278624)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",svc,0.4716666666666667,"(0.4422919540267075, 0.501041379306626)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",logistic,0.4749999999999999,"(0.4397078120707489, 0.5102921879292509)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",logisticCV,0.4616666666666666,"(0.4262245510759017, 0.49710878225743144)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",XGBClassifier,0.4833333333333333,"(0.4496015796590713, 0.5170650870075953)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number')",ensemble,0.5,"(0.4654592164173808, 0.5345407835826192)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",randomForest,0.4733333333333333,"(0.4349393365178951, 0.5117273301487714)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",kNeigh,0.4816666666666667,"(0.43352593358646896, 0.5298073997468644)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",svc,0.4833333333333333,"(0.4486330071761718, 0.5180336594904948)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",logistic,0.4783333333333333,"(0.4402469960980306, 0.516419670568636)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",logisticCV,0.4783333333333333,"(0.43938656821126565, 0.5172800984554009)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",XGBClassifier,0.4750000000000001,"(0.4328598770218698, 0.5171401229781304)",set_1,Title_para
"('Text ID', 'Paragraph_Number')",ensemble,0.5100000000000001,"(0.4693421735573695, 0.5506578264426307)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",randomForest,0.5016666666666666,"(0.46665101336434534, 0.5366823199689879)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",kNeigh,0.5,"(0.45983971965786075, 0.5401602803421393)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",svc,0.4666666666666666,"(0.43277156214030266, 0.5005617711930306)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logistic,0.485,"(0.4462123991464797, 0.5237876008535203)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",logisticCV,0.4716666666666666,"(0.43149126030033924, 0.511842073032994)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",XGBClassifier,0.4699999999999999,"(0.4347062470416832, 0.5052937529583167)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number')",ensemble,0.5133333333333333,"(0.4767184131487103, 0.5499482535179564)",set_1,Title_para
"('Answer',)",randomForest,0.4700000000000001,"(0.4317039545628576, 0.5082960454371426)",set_1,Title_para
"('Answer',)",kNeigh,0.5233333333333334,"(0.4807641627779587, 0.5659025038887082)",set_1,Title_para
"('Answer',)",svc,0.45,"(0.4165973444750722, 0.48340265552492784)",set_1,Title_para
"('Answer',)",logistic,0.48,"(0.44059501358409486, 0.519404986415905)",set_1,Title_para
"('Answer',)",logisticCV,0.4833333333333333,"(0.44738214594390513, 0.5192845207227615)",set_1,Title_para
"('Answer',)",XGBClassifier,0.4433333333333333,"(0.41069342662822694, 0.47597324003843966)",set_1,Title_para
"('Answer',)",ensemble,0.45,"(0.41343942705101605, 0.48656057294898397)",set_1,Title_para
"(' AOI Name', 'Answer')",randomForest,0.4550000000000001,"(0.4186348382786295, 0.4913651617213706)",set_1,Title_para
"(' AOI Name', 'Answer')",kNeigh,0.535,"(0.49108327051572825, 0.5789167294842719)",set_1,Title_para
"(' AOI Name', 'Answer')",svc,0.4583333333333333,"(0.4277355361692205, 0.488931130497446)",set_1,Title_para
"(' AOI Name', 'Answer')",logistic,0.4583333333333332,"(0.42181054910033744, 0.49485611756632897)",set_1,Title_para
"(' AOI Name', 'Answer')",logisticCV,0.44,"(0.40626169710644044, 0.47373830289355956)",set_1,Title_para
"(' AOI Name', 'Answer')",XGBClassifier,0.4466666666666667,"(0.41588708633721194, 0.4774462469961215)",set_1,Title_para
"(' AOI Name', 'Answer')",ensemble,0.4683333333333334,"(0.4299465303117444, 0.5067201363549223)",set_1,Title_para
"('Text ID', 'Answer')",randomForest,0.4533333333333334,"(0.4178211570446354, 0.4888455096220313)",set_1,Title_para
"('Text ID', 'Answer')",kNeigh,0.5383333333333332,"(0.4987674781664533, 0.5778991885002132)",set_1,Title_para
"('Text ID', 'Answer')",svc,0.4666666666666667,"(0.4388586939997595, 0.49447463933357394)",set_1,Title_para
"('Text ID', 'Answer')",logistic,0.4483333333333334,"(0.4108197995522302, 0.48584686711443664)",set_1,Title_para
"('Text ID', 'Answer')",logisticCV,0.4616666666666666,"(0.4246989428163992, 0.49863439051693415)",set_1,Title_para
"('Text ID', 'Answer')",XGBClassifier,0.4766666666666666,"(0.44342313545529527, 0.509910197878038)",set_1,Title_para
"('Text ID', 'Answer')",ensemble,0.4700000000000001,"(0.4317039545628576, 0.5082960454371426)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",randomForest,0.4816666666666666,"(0.44409428347487545, 0.5192390498584578)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",kNeigh,0.5283333333333333,"(0.48843384127045814, 0.5682328253962086)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",svc,0.4566666666666666,"(0.423224348366407, 0.49010898496692634)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",logistic,0.4466666666666667,"(0.411529761666786, 0.4818035716665474)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",logisticCV,0.455,"(0.4201868424600563, 0.48981315753994376)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",XGBClassifier,0.425,"(0.3887809448175982, 0.4612190551824018)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Answer')",ensemble,0.4583333333333334,"(0.42304114540408233, 0.4936255212625844)",set_1,Title_para
"('Paragraph_Number', 'Answer')",randomForest,0.425,"(0.38908724253859406, 0.4609127574614059)",set_1,Title_para
"('Paragraph_Number', 'Answer')",kNeigh,0.4633333333333333,"(0.4258536798048359, 0.5008129868618306)",set_1,Title_para
"('Paragraph_Number', 'Answer')",svc,0.4633333333333334,"(0.43091075676343965, 0.4957559099032271)",set_1,Title_para
"('Paragraph_Number', 'Answer')",logistic,0.4549999999999999,"(0.4157143399538403, 0.49428566004615954)",set_1,Title_para
"('Paragraph_Number', 'Answer')",logisticCV,0.4833333333333333,"(0.44358780022050337, 0.5230788664461633)",set_1,Title_para
"('Paragraph_Number', 'Answer')",XGBClassifier,0.4699999999999999,"(0.4319935099450161, 0.5080064900549837)",set_1,Title_para
"('Paragraph_Number', 'Answer')",ensemble,0.4766666666666666,"(0.439649669418232, 0.5136836639151011)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",randomForest,0.4833333333333333,"(0.44358780022050326, 0.5230788664461633)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",kNeigh,0.5183333333333333,"(0.4787563116227563, 0.5579103550439104)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",svc,0.485,"(0.45240242672391034, 0.5175975732760896)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",logistic,0.4733333333333334,"(0.4388822163158753, 0.5077844503507914)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",logisticCV,0.4866666666666667,"(0.4535363109175772, 0.5197970224157562)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",XGBClassifier,0.4883333333333332,"(0.4497857111016084, 0.5268809555650581)",set_1,Title_para
"(' AOI Name', 'Paragraph_Number', 'Answer')",ensemble,0.49,"(0.4521566286808629, 0.5278433713191371)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",randomForest,0.4350000000000001,"(0.39892764313785006, 0.47107235686215004)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",kNeigh,0.5333333333333333,"(0.4978460516682969, 0.5688206149983698)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",svc,0.4816666666666666,"(0.4508817032526114, 0.5124516300807218)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",logistic,0.4433333333333333,"(0.4096934026082212, 0.4769732640584454)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",logisticCV,0.4766666666666666,"(0.4421194872347966, 0.5112138460985365)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",XGBClassifier,0.48,"(0.44569026104109816, 0.5143097389589018)",set_1,Title_para
"('Text ID', 'Paragraph_Number', 'Answer')",ensemble,0.4566666666666667,"(0.4180145849593956, 0.49531874837393786)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",randomForest,0.4466666666666667,"(0.4082266614502814, 0.485106671883052)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",kNeigh,0.5116666666666666,"(0.4677600000179475, 0.5555733333153857)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",svc,0.4716666666666666,"(0.4387453689868793, 0.5045879643464539)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",logistic,0.465,"(0.4285014210777456, 0.5014985789222545)",set_1,Title_para
"(' AOI Name', 'Text ID', 'Paragraph_Number', 'Answer')",logisticCV,0.4716666666666667,"(0.4312172280237926, 0.5121161053095409)",set_1,Title_para
